   1, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000, 1.0000,  1, 4, 2,14,  5
   2, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000, 1.0000,  5, 4, 2,14,  5
   3, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000, 3.0000,  1, 4, 2,14,  5
   4, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000, 3.0000,  5, 4, 2,14,  5
   5, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000, 5.0000,  1, 4, 2,14,  5
   6, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000, 5.0000,  5, 4, 2,14,  5
   7, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000, 7.0000,  1, 4, 2,14,  5
   8, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000, 7.0000,  5, 4, 2,14,  5
   9, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000, 9.0000,  1, 4, 2,14,  5
  10, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000, 9.0000,  5, 4, 2,14,  5
  11, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000,11.0000,  1, 4, 2,14,  5
  12, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.2000000000,11.0000,  5, 4, 2,14,  5
  13, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000, 1.0000,  1, 4, 2,14,  5
  14, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000, 1.0000,  5, 4, 2,14,  5
  15, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000, 3.0000,  1, 4, 2,14,  5
  16, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000, 3.0000,  5, 4, 2,14,  5
  17, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000, 5.0000,  1, 4, 2,14,  5
  18, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000, 5.0000,  5, 4, 2,14,  5
  19, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000, 7.0000,  1, 4, 2,14,  5
  20, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000, 7.0000,  5, 4, 2,14,  5
  21, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000, 9.0000,  1, 4, 2,14,  5
  22, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000, 9.0000,  5, 4, 2,14,  5
  23, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000,11.0000,  1, 4, 2,14,  5
  24, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0500000000,11.0000,  5, 4, 2,14,  5
  25, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000, 1.0000,  1, 4, 2,14,  5
  26, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000, 1.0000,  5, 4, 2,14,  5
  27, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000, 3.0000,  1, 4, 2,14,  5
  28, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000, 3.0000,  5, 4, 2,14,  5
  29, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000, 5.0000,  1, 4, 2,14,  5
  30, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000, 5.0000,  5, 4, 2,14,  5
  31, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000, 7.0000,  1, 4, 2,14,  5
  32, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000, 7.0000,  5, 4, 2,14,  5
  33, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000, 9.0000,  1, 4, 2,14,  5
  34, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000, 9.0000,  5, 4, 2,14,  5
  35, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000,11.0000,  1, 4, 2,14,  5
  36, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0125000000,11.0000,  5, 4, 2,14,  5
  37, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000, 1.0000,  1, 4, 2,14,  5
  38, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000, 1.0000,  5, 4, 2,14,  5
  39, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000, 3.0000,  1, 4, 2,14,  5
  40, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000, 3.0000,  5, 4, 2,14,  5
  41, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000, 5.0000,  1, 4, 2,14,  5
  42, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000, 5.0000,  5, 4, 2,14,  5
  43, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000, 7.0000,  1, 4, 2,14,  5
  44, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000, 7.0000,  5, 4, 2,14,  5
  45, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000, 9.0000,  1, 4, 2,14,  5
  46, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000, 9.0000,  5, 4, 2,14,  5
  47, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000,11.0000,  1, 4, 2,14,  5
  48, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0031250000,11.0000,  5, 4, 2,14,  5
  49, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500, 1.0000,  1, 4, 2,14,  5
  50, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500, 1.0000,  5, 4, 2,14,  5
  51, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500, 3.0000,  1, 4, 2,14,  5
  52, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500, 3.0000,  5, 4, 2,14,  5
  53, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500, 5.0000,  1, 4, 2,14,  5
  54, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500, 5.0000,  5, 4, 2,14,  5
  55, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500, 7.0000,  1, 4, 2,14,  5
  56, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500, 7.0000,  5, 4, 2,14,  5
  57, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500, 9.0000,  1, 4, 2,14,  5
  58, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500, 9.0000,  5, 4, 2,14,  5
  59, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500,11.0000,  1, 4, 2,14,  5
  60, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0007812500,11.0000,  5, 4, 2,14,  5
  61, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125, 1.0000,  1, 4, 2,14,  5
  62, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125, 1.0000,  5, 4, 2,14,  5
  63, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125, 3.0000,  1, 4, 2,14,  5
  64, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125, 3.0000,  5, 4, 2,14,  5
  65, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125, 5.0000,  1, 4, 2,14,  5
  66, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125, 5.0000,  5, 4, 2,14,  5
  67, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125, 7.0000,  1, 4, 2,14,  5
  68, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125, 7.0000,  5, 4, 2,14,  5
  69, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125, 9.0000,  1, 4, 2,14,  5
  70, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125, 9.0000,  5, 4, 2,14,  5
  71, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125,11.0000,  1, 4, 2,14,  5
  72, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0001953125,11.0000,  5, 4, 2,14,  5
  73, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0000488281, 1.0000,  1, 4, 2,14,  5
  74, 1500,  50,  50,  1,  100,4, 0.0010, 0.3000,   0.0000488281, 1.0000,  5, 4, 2,14,  5
